Quarter,Month,Week,Product Type,Territory,Sales Channel,Customer Type,Revenue,Cost
Q3/2012,12-Jul,W30-2012,Cameras,North America,Internet,Retail,42422.35,54610
Q3/2012,12-Jul,W30-2012,Cameras,North America,Retail,Entertainment Venues,5661.45,6397.5
Q3/2012,12-Jul,W30-2012,Mobile,North America,Direct,Entertainment Venues,7902.8,4863.75
Q3/2012,12-Jul,W30-2012,Mobile,North America,Direct,Internet Direct,12842.05,4746.25
Q3/2012,12-Jul,W30-2012,Mobile,North America,Retail,Entertainment Venues,4427.5,3212.5
Q3/2012,12-Jul,W30-2012,Office Supplies,North America,Direct,Internet Direct,57044.6,14930
Q3/2012,12-Jul,W30-2012,Office Supplies,North America,Retail,Retail,2811.75,3200
Q3/2012,12-Jul,W30-2012,Portable Electronics,North America,Direct,Entertainment Venues,12944.4,10030
Q3/2012,12-Jul,W30-2012,Portable Electronics,North America,Direct,Retail,847.55,1377.5
Q3/2012,12-Jul,W30-2012,Portable Electronics,North America,Internet,Entertainment Venues,6615.95,2877.5
Q3/2012,12-Jul,W30-2012,Portable Electronics,North America,Internet,Retail,64768,76615
Q3/2012,12-Jul,W30-2012,Portable Electronics,North America,Retail,Entertainment Venues,47429.45,56258.75
Q3/2012,12-Jul,W30-2012,Portable Electronics,North America,Retail,Retail,36176.7,55053.75
Q3/2012,12-Jul,W31-2012,Computers & Tablets,North America,Internet,Entertainment Venues,38495.1,26886.25
Q3/2012,12-Jul,W31-2012,Computers & Tablets,North America,Internet,Retail,159685.55,181107.5
Q3/2012,12-Jul,W31-2012,Computers & Tablets,North America,Retail,Retail,29679.2,53606.25
Q3/2012,12-Jul,W31-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,35974.3,18372.5
Q3/2012,12-Jul,W31-2012,Cameras,North America,Direct,Entertainment Venues,8566.35,5290
Q3/2012,12-Jul,W31-2012,Cameras,North America,Internet,Entertainment Venues,48150.5,25020
Q3/2012,12-Jul,W31-2012,Cameras,North America,Retail,Entertainment Venues,7228.9,9321.25
Q3/2012,12-Jul,W31-2012,Mobile,North America,Direct,Entertainment Venues,14718.85,9426.25
Q3/2012,12-Jul,W31-2012,Mobile,North America,Internet,Entertainment Venues,43098.55,24307.5
Q3/2012,12-Jul,W31-2012,Mobile,North America,Retail,Entertainment Venues,11192.95,8626.25
Q3/2012,12-Jul,W31-2012,Office Supplies,North America,Direct,Entertainment Venues,11667.9,4777.5
Q3/2012,12-Jul,W31-2012,Office Supplies,North America,Internet,Entertainment Venues,1662.9,512.5
Q3/2012,12-Jul,W31-2012,Office Supplies,North America,Internet,Retail,2527.7,1687.5
Q3/2012,12-Jul,W31-2012,Office Supplies,North America,Retail,Entertainment Venues,1079.85,616.25
Q3/2012,12-Jul,W31-2012,Office Supplies,North America,Retail,Retail,741.75,803.75
Q3/2012,12-Jul,W31-2012,Repairs,North America,Internet,Entertainment Venues,2906.05,615
Q3/2012,12-Jul,W31-2012,Repairs,North America,Retail,Internet Direct,5416.5,1591.25
Q3/2012,12-Jul,W31-2012,Portable Electronics,North America,Direct,Retail,3926.1,5712.5
Q3/2012,12-Jul,W31-2012,Portable Electronics,North America,Retail,Retail,27098.6,47830
Q3/2012,12-Jul,W32-2012,Computers & Tablets,North America,Internet,Entertainment Venues,19340.7,13123.75
Q3/2012,12-Jul,W32-2012,Portable Electronics,North America,Direct,Entertainment Venues,24733.05,15417.5
Q3/2012,12-Jul,W32-2012,Portable Electronics,North America,Internet,Retail,30770.55,23346.25
Q3/2012,12-Aug,W32-2012,Computers & Tablets,North America,Internet,Entertainment Venues,3775.45,2022.5
Q3/2012,12-Aug,W32-2012,Computers & Tablets,North America,Retail,Entertainment Venues,463.45,365
Q3/2012,12-Aug,W32-2012,TV & Home Theatre,North America,Retail,Branded Stores,89817.3,85033.75
Q3/2012,12-Aug,W32-2012,Cameras,North America,Direct,Entertainment Venues,1488.1,848.75
Q3/2012,12-Aug,W32-2012,Mobile,North America,Internet,Entertainment Venues,51290,23171.25
Q3/2012,12-Aug,W32-2012,Office Supplies,North America,Direct,Entertainment Venues,39364.5,18102.5
Q3/2012,12-Aug,W32-2012,Office Supplies,North America,Direct,Retail,12976.6,8881.25
Q3/2012,12-Aug,W32-2012,Office Supplies,North America,Internet,Entertainment Venues,17313.25,4500
Q3/2012,12-Aug,W32-2012,Office Supplies,North America,Internet,Retail,1574.35,1170
Q3/2012,12-Aug,W32-2012,Repairs,North America,Direct,Branded Stores,105755.15,38306.25
Q3/2012,12-Aug,W32-2012,Portable Electronics,North America,Direct,Entertainment Venues,3102.7,2143.75
Q3/2012,12-Aug,W32-2012,Portable Electronics,North America,Internet,Retail,29208.85,30622.5
Q3/2012,12-Aug,W33-2012,Computers & Tablets,North America,Direct,Entertainment Venues,16129.9,21265
Q3/2012,12-Aug,W33-2012,Computers & Tablets,North America,Direct,Branded Stores,66605.7,75760
Q3/2012,12-Aug,W33-2012,TV & Home Theatre,North America,Direct,Retail,9862.4,11933.75
Q3/2012,12-Aug,W33-2012,Cameras,North America,Internet,Entertainment Venues,20812.7,10753.75
Q3/2012,12-Aug,W33-2012,Cameras,North America,Retail,Entertainment Venues,2705.95,2017.5
Q3/2012,12-Aug,W33-2012,Mobile,North America,Direct,Retail,6893.1,6107.5
Q3/2012,12-Aug,W33-2012,Mobile,North America,Internet,Entertainment Venues,1913.6,725
Q3/2012,12-Aug,W33-2012,Office Supplies,North America,Internet,Retail,2504.7,2095
Q3/2012,12-Aug,W33-2012,Office Supplies,North America,Retail,Entertainment Venues,978.65,527.5
Q3/2012,12-Aug,W33-2012,Repairs,North America,Direct,Entertainment Venues,15324.9,5321.25
Q3/2012,12-Aug,W33-2012,Portable Electronics,North America,Direct,Branded Stores,67427.95,57087.5
Q3/2012,12-Aug,W33-2012,Portable Electronics,North America,Retail,Retail,12456.8,19516.25
Q3/2012,12-Aug,W34-2012,Computers & Tablets,North America,Direct,Entertainment Venues,45178.9,43808.75
Q3/2012,12-Aug,W34-2012,Computers & Tablets,North America,Internet,Entertainment Venues,5936.3,3413.75
Q3/2012,12-Aug,W34-2012,Computers & Tablets,North America,Internet,Branded Stores,87489.7,87172.5
Q3/2012,12-Aug,W34-2012,Computers & Tablets,North America,Retail,Internet Direct,135576.95,77140
Q3/2012,12-Aug,W34-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,1946.95,2247.5
Q3/2012,12-Aug,W34-2012,Cameras,North America,Direct,Entertainment Venues,63838.8,50867.5
Q3/2012,12-Aug,W34-2012,Cameras,North America,Internet,Entertainment Venues,29200.8,16433.75
Q3/2012,12-Aug,W34-2012,Mobile,North America,Retail,Entertainment Venues,3778.9,2477.5
Q3/2012,12-Aug,W34-2012,Office Supplies,North America,Direct,Entertainment Venues,675.05,362.5
Q3/2012,12-Aug,W34-2012,Office Supplies,North America,Direct,Retail,1392.65,998.75
Q3/2012,12-Aug,W34-2012,Office Supplies,North America,Retail,Entertainment Venues,43834.55,18538.75
Q3/2012,12-Aug,W34-2012,Office Supplies,North America,Retail,Retail,7871.75,6830
Q3/2012,12-Aug,W34-2012,Portable Electronics,North America,Direct,Entertainment Venues,37010.45,24343.75
Q3/2012,12-Aug,W34-2012,Portable Electronics,North America,Internet,Entertainment Venues,8955.05,4131.25
Q3/2012,12-Aug,W34-2012,Portable Electronics,North America,Internet,Branded Stores,33041.8,19785
Q3/2012,12-Aug,W34-2012,Portable Electronics,North America,Retail,Internet Direct,47438.65,28736.25
Q3/2012,12-Aug,W35-2012,Computers & Tablets,North America,Direct,Entertainment Venues,37639.5,44293.75
Q3/2012,12-Aug,W35-2012,Computers & Tablets,North America,Direct,Branded Stores,50266.5,88197.5
Q3/2012,12-Aug,W35-2012,Computers & Tablets,North America,Internet,Entertainment Venues,1151.15,876.25
Q3/2012,12-Aug,W35-2012,Computers & Tablets,North America,Internet,Branded Stores,63733,66162.5
Q3/2012,12-Aug,W35-2012,Computers & Tablets,North America,Internet,Internet Direct,193070.05,78210
Q3/2012,12-Aug,W35-2012,Cameras,North America,Direct,Entertainment Venues,51615.45,27418.75
Q3/2012,12-Aug,W35-2012,Cameras,North America,Internet,Entertainment Venues,32019.45,20982.5
Q3/2012,12-Aug,W35-2012,Cameras,North America,Internet,Branded Stores,154474.9,106021.25
Q3/2012,12-Aug,W35-2012,Cameras,North America,Internet,Retail,27144.6,33568.75
Q3/2012,12-Aug,W35-2012,Cameras,North America,Retail,Entertainment Venues,94378.2,85831.25
Q3/2012,12-Aug,W35-2012,Mobile,North America,Internet,Entertainment Venues,3820.3,1400
Q3/2012,12-Aug,W35-2012,Mobile,North America,Retail,Entertainment Venues,27329.75,21925
Q3/2012,12-Aug,W35-2012,Office Supplies,North America,Direct,Retail,6483.7,5005
Q3/2012,12-Aug,W35-2012,Office Supplies,North America,Internet,Entertainment Venues,50566.65,20167.5
Q3/2012,12-Aug,W35-2012,Repairs,North America,Retail,Entertainment Venues,22780.35,8005
Q3/2012,12-Aug,W35-2012,Portable Electronics,North America,Direct,Entertainment Venues,17492.65,9205
Q3/2012,12-Aug,W35-2012,Portable Electronics,North America,Direct,Retail,24573.2,29525
Q3/2012,12-Aug,W35-2012,Portable Electronics,North America,Retail,Entertainment Venues,21138.15,17927.5
Q3/2012,12-Aug,W36-2012,Computers & Tablets,North America,Direct,Entertainment Venues,3542,4156.25
Q3/2012,12-Aug,W36-2012,Computers & Tablets,North America,Direct,Internet Direct,74449.85,51512.5
Q3/2012,12-Aug,W36-2012,Computers & Tablets,North America,Internet,Retail,57433.3,74970
Q3/2012,12-Aug,W36-2012,Computers & Tablets,North America,Retail,Retail,184221.95,302651.25
Q3/2012,12-Aug,W36-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,2310.35,1722.5
Q3/2012,12-Aug,W36-2012,TV & Home Theatre,North America,Internet,Retail,3059,3380
Q3/2012,12-Aug,W36-2012,Cameras,North America,Direct,Entertainment Venues,3571.9,2255
Q3/2012,12-Aug,W36-2012,Cameras,North America,Retail,Retail,116082.15,182308.75
Q3/2012,12-Aug,W36-2012,Mobile,North America,Direct,Branded Stores,12375.15,10381.25
Q3/2012,12-Aug,W36-2012,Office Supplies,North America,Internet,Retail,27158.4,16296.25
Q3/2012,12-Aug,W36-2012,Portable Electronics,North America,Direct,Entertainment Venues,47445.55,30423.75
Q3/2012,12-Sep,W36-2012,Computers & Tablets,North America,Direct,Entertainment Venues,6605.6,6691.25
Q3/2012,12-Sep,W36-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,89096.25,77248.75
Q3/2012,12-Sep,W36-2012,Cameras,North America,Internet,Entertainment Venues,6834.45,4563.75
Q3/2012,12-Sep,W36-2012,Mobile,North America,Retail,Retail,17034.95,33673.75
Q3/2012,12-Sep,W36-2012,Office Supplies,North America,Direct,Entertainment Venues,241.5,82.5
Q3/2012,12-Sep,W36-2012,Portable Electronics,North America,Internet,Entertainment Venues,7034.55,3103.75
Q3/2012,12-Sep,W36-2012,Portable Electronics,North America,Retail,Retail,70948.1,136101.25
Q3/2012,12-Sep,W37-2012,Computers & Tablets,North America,Direct,Retail,69864.8,130308.75
Q3/2012,12-Sep,W37-2012,Computers & Tablets,North America,Internet,Branded Stores,33826.1,20740
Q3/2012,12-Sep,W37-2012,TV & Home Theatre,North America,Internet,Retail,178553.6,172578.75
Q3/2012,12-Sep,W37-2012,TV & Home Theatre,North America,Retail,Retail,55298.9,107370
Q3/2012,12-Sep,W37-2012,Cameras,North America,Direct,Retail,2114.85,2248.75
Q3/2012,12-Sep,W37-2012,Cameras,North America,Internet,Retail,14039.2,19311.25
Q3/2012,12-Sep,W37-2012,Mobile,North America,Direct,Entertainment Venues,10009.6,7010
Q3/2012,12-Sep,W37-2012,Mobile,North America,Direct,Retail,3763.95,4460
Q3/2012,12-Sep,W37-2012,Mobile,North America,Internet,Retail,4612.65,3516.25
Q3/2012,12-Sep,W37-2012,Office Supplies,North America,Direct,Entertainment Venues,3705.3,1262.5
Q3/2012,12-Sep,W37-2012,Office Supplies,North America,Retail,Retail,58264.75,64550
Q3/2012,12-Sep,W37-2012,Repairs,North America,Retail,Entertainment Venues,23037.95,13723.75
Q3/2012,12-Sep,W37-2012,Portable Electronics,North America,Direct,Retail,7100.1,5536.25
Q3/2012,12-Sep,W37-2012,Portable Electronics,North America,Direct,Internet Direct,35717.85,12517.5
Q3/2012,12-Sep,W37-2012,Portable Electronics,North America,Internet,Entertainment Venues,30362.3,17128.75
Q3/2012,12-Sep,W37-2012,Portable Electronics,North America,Retail,Entertainment Venues,9982,5322.5
Q3/2012,12-Sep,W38-2012,Computers & Tablets,North America,Direct,Retail,47457.05,97482.5
Q3/2012,12-Sep,W38-2012,Computers & Tablets,North America,Retail,Retail,12177.35,22045
Q3/2012,12-Sep,W38-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,64572.5,37248.75
Q3/2012,12-Sep,W38-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,15805.6,18578.75
Q3/2012,12-Sep,W38-2012,Cameras,North America,Direct,Entertainment Venues,389.85,291.25
Q3/2012,12-Sep,W38-2012,Cameras,North America,Direct,Retail,57302.2,74591.25
Q3/2012,12-Sep,W38-2012,Cameras,North America,Retail,Retail,1162.65,2778.75
Q3/2012,12-Sep,W38-2012,Mobile,North America,Direct,Branded Stores,39165.55,34562.5
Q3/2012,12-Sep,W38-2012,Mobile,North America,Direct,Retail,4420.6,6181.25
Q3/2012,12-Sep,W38-2012,Mobile,North America,Internet,Entertainment Venues,1635.3,872.5
Q3/2012,12-Sep,W38-2012,Mobile,North America,Retail,Entertainment Venues,12122.15,13761.25
Q3/2012,12-Sep,W38-2012,Office Supplies,North America,Direct,Entertainment Venues,673.9,218.75
Q3/2012,12-Sep,W38-2012,Office Supplies,North America,Internet,Entertainment Venues,3046.35,1135
Q3/2012,12-Sep,W38-2012,Office Supplies,North America,Internet,Branded Stores,5939.75,2203.75
Q3/2012,12-Sep,W38-2012,Office Supplies,North America,Internet,Retail,78530.05,54586.25
Q3/2012,12-Sep,W38-2012,Repairs,North America,Direct,Retail,26911.15,18800
Q3/2012,12-Sep,W38-2012,Repairs,North America,Internet,Entertainment Venues,8462.85,2013.75
Q3/2012,12-Sep,W38-2012,Portable Electronics,North America,Direct,Retail,78431.15,86247.5
Q3/2012,12-Sep,W38-2012,Portable Electronics,North America,Internet,Entertainment Venues,20343.5,7740
Q3/2012,12-Sep,W38-2012,Portable Electronics,North America,Internet,Internet Direct,104714.4,25222.5
Q3/2012,12-Sep,W38-2012,Portable Electronics,North America,Retail,Entertainment Venues,38571,28203.75
Q3/2012,12-Sep,W39-2012,Computers & Tablets,North America,Direct,Entertainment Venues,614.1,938.75
Q3/2012,12-Sep,W39-2012,Computers & Tablets,North America,Direct,Internet Direct,15858.5,8960
Q3/2012,12-Sep,W39-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,9663.45,6288.75
Q3/2012,12-Sep,W39-2012,TV & Home Theatre,North America,Retail,Retail,287149.25,359995
Q3/2012,12-Sep,W39-2012,Cameras,North America,Direct,Entertainment Venues,21381.95,18171.25
Q3/2012,12-Sep,W39-2012,Cameras,North America,Direct,Internet Direct,161640.55,90061.25
Q3/2012,12-Sep,W39-2012,Cameras,North America,Internet,Entertainment Venues,162.15,110
Q3/2012,12-Sep,W39-2012,Cameras,North America,Retail,Entertainment Venues,12068.1,14811.25
Q3/2012,12-Sep,W39-2012,Mobile,North America,Direct,Entertainment Venues,31290.35,21417.5
Q3/2012,12-Sep,W39-2012,Mobile,North America,Direct,Retail,34542.55,36705
Q3/2012,12-Sep,W39-2012,Mobile,North America,Direct,Internet Direct,1922.8,873.75
Q3/2012,12-Sep,W39-2012,Mobile,North America,Internet,Retail,2083.8,2446.25
Q3/2012,12-Sep,W39-2012,Mobile,North America,Retail,Retail,6887.35,12525
Q3/2012,12-Sep,W39-2012,Office Supplies,North America,Direct,Retail,24558.25,17263.75
Q3/2012,12-Sep,W39-2012,Office Supplies,North America,Direct,Internet Direct,39883.15,13045
Q3/2012,12-Sep,W39-2012,Office Supplies,North America,Retail,Entertainment Venues,2389.7,1685
Q3/2012,12-Sep,W39-2012,Repairs,North America,Direct,Retail,52925.3,29606.25
Q3/2012,12-Sep,W39-2012,Portable Electronics,North America,Direct,Entertainment Venues,3615.6,1902.5
Q3/2012,12-Sep,W40-2012,Computers & Tablets,North America,Direct,Entertainment Venues,6753.95,4987.5
Q3/2012,12-Sep,W40-2012,Computers & Tablets,North America,Retail,Entertainment Venues,14518.75,17280
Q3/2012,12-Sep,W40-2012,Computers & Tablets,North America,Retail,Retail,29590.65,50411.25
Q3/2012,12-Sep,W40-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,1813.55,1598.75
Q3/2012,12-Sep,W40-2012,Cameras,North America,Direct,Entertainment Venues,8063.8,8536.25
Q3/2012,12-Sep,W40-2012,Cameras,North America,Internet,Entertainment Venues,1400.7,737.5
Q3/2012,12-Sep,W40-2012,Cameras,North America,Retail,Retail,19882.35,52695
Q3/2012,12-Sep,W40-2012,Mobile,North America,Direct,Entertainment Venues,15493.95,6732.5
Q3/2012,12-Sep,W40-2012,Mobile,North America,Direct,Retail,2630.05,2682.5
Q3/2012,12-Sep,W40-2012,Mobile,North America,Internet,Internet Direct,28493.55,8400
Q3/2012,12-Sep,W40-2012,Mobile,North America,Retail,Retail,1877.95,2407.5
Q3/2012,12-Sep,W40-2012,Office Supplies,North America,Direct,Entertainment Venues,15817.1,5021.25
Q3/2012,12-Sep,W40-2012,Office Supplies,North America,Internet,Entertainment Venues,19522.4,5540
Q3/2012,12-Sep,W40-2012,Office Supplies,North America,Retail,Entertainment Venues,175.95,115
Q3/2012,12-Sep,W40-2012,Repairs,North America,Direct,Entertainment Venues,12280.85,3821.25
Q3/2012,12-Sep,W40-2012,Portable Electronics,North America,Direct,Entertainment Venues,12183.1,6168.75
Q3/2012,12-Sep,W40-2012,Portable Electronics,North America,Internet,Retail,23116.15,16956.25
Q3/2012,12-Sep,W40-2012,Portable Electronics,North America,Retail,Entertainment Venues,12208.4,11238.75
Q4/2012,12-Oct,W40-2012,Cameras,North America,Direct,Entertainment Venues,1275.35,1056.25
Q4/2012,12-Oct,W40-2012,Mobile,North America,Direct,Retail,8464,12705
Q4/2012,12-Oct,W40-2012,Mobile,North America,Direct,Internet Direct,29791.9,15720
Q4/2012,12-Oct,W40-2012,Mobile,North America,Retail,Branded Stores,15719.35,19111.25
Q4/2012,12-Oct,W40-2012,Office Supplies,North America,Direct,Entertainment Venues,1780.2,808.75
Q4/2012,12-Oct,W40-2012,Portable Electronics,North America,Internet,Entertainment Venues,26876.65,18311.25
Q4/2012,12-Oct,W40-2012,Portable Electronics,North America,Retail,Retail,7882.1,9378.75
Q4/2012,12-Oct,W41-2012,Computers & Tablets,North America,Internet,Entertainment Venues,10114.25,6855
Q4/2012,12-Oct,W41-2012,Computers & Tablets,North America,Retail,Entertainment Venues,108442.7,125885
Q4/2012,12-Oct,W41-2012,Computers & Tablets,North America,Retail,Retail,133394.25,178247.5
Q4/2012,12-Oct,W41-2012,TV & Home Theatre,North America,Direct,Branded Stores,13846,10902.5
Q4/2012,12-Oct,W41-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,1417.95,726.25
Q4/2012,12-Oct,W41-2012,TV & Home Theatre,North America,Retail,Branded Stores,17519.1,17938.75
Q4/2012,12-Oct,W41-2012,Cameras,North America,Internet,Entertainment Venues,49060.15,29178.75
Q4/2012,12-Oct,W41-2012,Mobile,North America,Direct,Entertainment Venues,10987.1,5096.25
Q4/2012,12-Oct,W41-2012,Mobile,North America,Internet,Entertainment Venues,7165.65,4271.25
Q4/2012,12-Oct,W41-2012,Mobile,North America,Internet,Branded Stores,5329.1,3851.25
Q4/2012,12-Oct,W41-2012,Mobile,North America,Retail,Entertainment Venues,967.15,710
Q4/2012,12-Oct,W41-2012,Mobile,North America,Retail,Internet Direct,193738.2,83473.75
Q4/2012,12-Oct,W41-2012,Office Supplies,North America,Internet,Entertainment Venues,617.55,213.75
Q4/2012,12-Oct,W41-2012,Office Supplies,North America,Internet,Retail,8378.9,6642.5
Q4/2012,12-Oct,W41-2012,Portable Electronics,North America,Direct,Entertainment Venues,19755.85,16000
Q4/2012,12-Oct,W41-2012,Portable Electronics,North America,Internet,Entertainment Venues,8834.3,4157.5
Q4/2012,12-Oct,W41-2012,Portable Electronics,North America,Internet,Retail,33843.35,22392.5
Q4/2012,12-Oct,W41-2012,Portable Electronics,North America,Retail,Entertainment Venues,8485.85,9770
Q4/2012,12-Oct,W42-2012,Computers & Tablets,North America,Internet,Entertainment Venues,35076.15,25086.25
Q4/2012,12-Oct,W42-2012,Computers & Tablets,North America,Internet,Retail,96117,106397.5
Q4/2012,12-Oct,W42-2012,TV & Home Theatre,North America,Direct,Retail,39167.85,48566.25
Q4/2012,12-Oct,W42-2012,Cameras,North America,Direct,Branded Stores,173286.6,186681.25
Q4/2012,12-Oct,W42-2012,Cameras,North America,Internet,Entertainment Venues,366.85,180
Q4/2012,12-Oct,W42-2012,Mobile,North America,Direct,Retail,21526.85,24687.5
Q4/2012,12-Oct,W42-2012,Office Supplies,North America,Direct,Retail,6931.05,4526.25
Q4/2012,12-Oct,W42-2012,Portable Electronics,North America,Direct,Entertainment Venues,1328.25,737.5
Q4/2012,12-Oct,W42-2012,Portable Electronics,North America,Direct,Branded Stores,12762.7,9988.75
Q4/2012,12-Oct,W42-2012,Portable Electronics,North America,Internet,Retail,12031.3,15058.75
Q4/2012,12-Oct,W42-2012,Portable Electronics,North America,Retail,Entertainment Venues,706.1,853.75
Q4/2012,12-Oct,W43-2012,Computers & Tablets,North America,Direct,Entertainment Venues,550.85,808.75
Q4/2012,12-Oct,W43-2012,TV & Home Theatre,North America,Direct,Retail,28107.15,43185
Q4/2012,12-Oct,W43-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,11164.2,6136.25
Q4/2012,12-Oct,W43-2012,Cameras,North America,Direct,Branded Stores,6923,8802.5
Q4/2012,12-Oct,W43-2012,Cameras,North America,Direct,Retail,26884.7,41577.5
Q4/2012,12-Oct,W43-2012,Cameras,North America,Internet,Entertainment Venues,1869.9,1295
Q4/2012,12-Oct,W43-2012,Mobile,North America,Direct,Retail,2764.6,3891.25
Q4/2012,12-Oct,W43-2012,Mobile,North America,Retail,Entertainment Venues,4984.1,3980
Q4/2012,12-Oct,W43-2012,Office Supplies,North America,Direct,Entertainment Venues,7862.55,2573.75
Q4/2012,12-Oct,W43-2012,Office Supplies,North America,Internet,Retail,105031.8,69910
Q4/2012,12-Oct,W43-2012,Office Supplies,North America,Retail,Retail,70776.75,99911.25
Q4/2012,12-Oct,W43-2012,Portable Electronics,North America,Internet,Retail,45776.9,46838.75
Q4/2012,12-Oct,W43-2012,Portable Electronics,North America,Retail,Entertainment Venues,10929.6,6776.25
Q4/2012,12-Oct,W44-2012,Computers & Tablets,North America,Direct,Entertainment Venues,1325.95,1623.75
Q4/2012,12-Oct,W44-2012,Computers & Tablets,North America,Retail,Entertainment Venues,7994.8,6307.5
Q4/2012,12-Oct,W44-2012,TV & Home Theatre,North America,Direct,Entertainment Venues,2470.2,1462.5
Q4/2012,12-Oct,W44-2012,TV & Home Theatre,North America,Direct,Branded Stores,10109.65,11982.5
Q4/2012,12-Oct,W44-2012,TV & Home Theatre,North America,Direct,Retail,141819.15,196046.25
Q4/2012,12-Oct,W44-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,811.9,973.75
Q4/2012,12-Oct,W44-2012,Cameras,North America,Internet,Entertainment Venues,23926.9,16705
Q4/2012,12-Oct,W44-2012,Mobile,North America,Direct,Retail,81214.15,112890
Q4/2012,12-Oct,W44-2012,Office Supplies,North America,Direct,Retail,42782.3,30305
Q4/2012,12-Oct,W44-2012,Office Supplies,North America,Internet,Entertainment Venues,21951.2,9771.25
Q4/2012,12-Oct,W44-2012,Office Supplies,North America,Retail,Entertainment Venues,4991,3190
Q4/2012,12-Oct,W44-2012,Portable Electronics,North America,Direct,Retail,29504.4,27711.25
Q4/2012,12-Oct,W44-2012,Portable Electronics,North America,Internet,Entertainment Venues,1207.5,506.25
Q4/2012,12-Oct,W45-2012,Repairs,North America,Direct,Retail,36340,22178.75
Q4/2012,12-Oct,W45-2012,Repairs,North America,Internet,Retail,96329.75,59867.5
Q4/2012,12-Nov,W45-2012,Computers & Tablets,North America,Direct,Entertainment Venues,15613.55,20460
Q4/2012,12-Nov,W45-2012,Computers & Tablets,North America,Direct,Retail,48029.75,113026.25
Q4/2012,12-Nov,W45-2012,Computers & Tablets,North America,Retail,Retail,425.5,1052.5
Q4/2012,12-Nov,W45-2012,TV & Home Theatre,North America,Direct,Retail,41464.4,64330
Q4/2012,12-Nov,W45-2012,TV & Home Theatre,North America,Internet,Retail,111032.5,193796.25
Q4/2012,12-Nov,W45-2012,Cameras,North America,Direct,Retail,10864.05,25630
Q4/2012,12-Nov,W45-2012,Cameras,North America,Internet,Entertainment Venues,17528.3,9570
Q4/2012,12-Nov,W45-2012,Cameras,North America,Internet,Retail,1980.3,2687.5
Q4/2012,12-Nov,W45-2012,Cameras,North America,Internet,Internet Direct,27217.05,19340
Q4/2012,12-Nov,W45-2012,Mobile,North America,Direct,Entertainment Venues,5930.55,4821.25
Q4/2012,12-Nov,W45-2012,Mobile,North America,Internet,Entertainment Venues,7095.5,4022.5
Q4/2012,12-Nov,W45-2012,Mobile,North America,Internet,Retail,19850.15,29896.25
Q4/2012,12-Nov,W45-2012,Office Supplies,North America,Direct,Entertainment Venues,1775.6,690
Q4/2012,12-Nov,W45-2012,Office Supplies,North America,Direct,Internet Direct,4588.5,1686.25
Q4/2012,12-Nov,W45-2012,Office Supplies,North America,Internet,Entertainment Venues,10751.35,4581.25
Q4/2012,12-Nov,W45-2012,Repairs,North America,Direct,Entertainment Venues,6505.55,3275
Q4/2012,12-Nov,W45-2012,Repairs,North America,Internet,Internet Direct,16649.7,3503.75
Q4/2012,12-Nov,W45-2012,Repairs,North America,Retail,Entertainment Venues,11500,6868.75
Q4/2012,12-Nov,W45-2012,Portable Electronics,North America,Direct,Entertainment Venues,9431.15,7241.25
Q4/2012,12-Nov,W45-2012,Portable Electronics,North America,Direct,Retail,26676.55,41701.25
Q4/2012,12-Nov,W45-2012,Portable Electronics,North America,Internet,Entertainment Venues,405.95,320
Q4/2012,12-Nov,W45-2012,Portable Electronics,North America,Retail,Entertainment Venues,7820,9785
Q4/2012,12-Nov,W45-2012,Portable Electronics,North America,Retail,Retail,1092.5,2500
Q4/2012,12-Nov,W46-2012,Computers & Tablets,North America,Direct,Branded Stores,32864.7,74367.5
Q4/2012,12-Nov,W46-2012,Computers & Tablets,North America,Retail,Internet Direct,59543.55,51875
Q4/2012,12-Nov,W46-2012,TV & Home Theatre,North America,Direct,Retail,19836.35,42261.25
Q4/2012,12-Nov,W46-2012,TV & Home Theatre,North America,Internet,Entertainment Venues,3780.05,2356.25
Q4/2012,12-Nov,W46-2012,TV & Home Theatre,North America,Retail,Entertainment Venues,1578.95,1605
Q4/2012,12-Nov,W46-2012,Cameras,North America,Direct,Entertainment Venues,644,721.25
Q4/2012,12-Nov,W46-2012,Cameras,North America,Internet,Entertainment Venues,5163.5,3236.25
Q4/2012,12-Nov,W46-2012,Cameras,North America,Internet,Internet Direct,94760,41367.5
Q4/2012,12-Nov,W46-2012,Mobile,North America,Direct,Entertainment Venues,6427.35,5358.75
Q4/2012,12-Nov,W46-2012,Mobile,North America,Direct,Branded Stores,5042.75,5128.75
Q4/2012,12-Nov,W46-2012,Mobile,North America,Direct,Internet Direct,6197.35,2897.5
Q4/2012,12-Nov,W46-2012,Mobile,North America,Internet,Entertainment Venues,7273.75,4688.75
